ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L
0821734245,A Mysterious Miss,Janice Bennett,1991,Kensington Pub Corp (Mm),http://images.amazon.com/images/P/0821734245.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0821734245.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0821734245.01.LZZZZZZZ.jpg
0801829240,Community and Social Change in America,Thomas Bender,1982,Johns Hopkins University Press,http://images.amazon.com/images/P/0801829240.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0801829240.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0801829240.01.LZZZZZZZ.jpg
0373761872,"Millionaire'S Christmas Wish (Silhouette Desire, 1187)",Shawna Delacorte,1998,Silhouette,http://images.amazon.com/images/P/0373761872.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373761872.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373761872.01.LZZZZZZZ.jpg
0312057539,Religions of Asia,Niels Neilsen,1993,Bedford Books,http://images.amazon.com/images/P/0312057539.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312057539.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312057539.01.LZZZZZZZ.jpg
0373193289,"One Plus One Make Marriage (Like Mother, Like Daughter/75th Book) (Silhouette Romance , No 1328)",Marie Ferrarella,1998,Silhouette,http://images.amazon.com/images/P/0373193289.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373193289.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373193289.01.LZZZZZZZ.jpg
0440503108,Bitch Bitch Bitch,Mike Wrenn,1990,Dell Publishing Company,http://images.amazon.com/images/P/0440503108.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440503108.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440503108.01.LZZZZZZZ.jpg
0373225164,"To Laney With Love (Harlequin Intrigue, No. 516)",Joyce Sullivan,1999,Harlequin,http://images.amazon.com/images/P/0373225164.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373225164.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373225164.01.LZZZZZZZ.jpg
0590922637,The Adventures of Pinocchio,M. J. Carr,1996,Scholastic Paperbacks,http://images.amazon.com/images/P/0590922637.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590922637.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0590922637.01.LZZZZZZZ.jpg
0765308754,"The Destroyer Goddess (In Fire Forged, Part 2)",Laura Resnick,2003,Tor Books,http://images.amazon.com/images/P/0765308754.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0765308754.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0765308754.01.LZZZZZZZ.jpg
0749533390,50 Walks in the Lake District (Walking &amp; Wildlife Aa Guides),Not Applicable (Na ),2002,Trafalgar Square,http://images.amazon.com/images/P/0749533390.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0749533390.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0749533390.01.LZZZZZZZ.jpg
0892551917,America Street: A Multicultural Anthology of Stories,Anne Mazer,1993,Persea Books,http://images.amazon.com/images/P/0892551917.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0892551917.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0892551917.01.LZZZZZZZ.jpg
2258060273,Livres du Rail,Henri Vincenot,2002,Omnibus,http://images.amazon.com/images/P/2258060273.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2258060273.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2258060273.01.LZZZZZZZ.jpg
0933346948,Starlight Nights: The Adventures of a Star-Gazer,Leslie C. Peltier,1999,Sky Pub Corp,http://images.amazon.com/images/P/0933346948.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0933346948.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0933346948.01.LZZZZZZZ.jpg
8420617369,Discurso del Metodo,Rene Descartes,1989,Alianza,http://images.amazon.com/images/P/8420617369.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8420617369.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8420617369.01.LZZZZZZZ.jpg
2226121218,ColÃ?Â¨re,Denis Marquet,2001,Albin Michel,http://images.amazon.com/images/P/2226121218.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2226121218.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2226121218.01.LZZZZZZZ.jpg
0862321107,Woman at Point Zero,Nawal El Saadawi,1984,Zed Books,http://images.amazon.com/images/P/0862321107.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0862321107.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0862321107.01.LZZZZZZZ.jpg
156584758X,Another Century of War?,Gabriel Kolko,2002,New Press,http://images.amazon.com/images/P/156584758X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/156584758X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/156584758X.01.LZZZZZZZ.jpg
0061008133,Punctuate It Right! (Harpercollins Reference Library),Harry Shaw,1996,HarperTorch,http://images.amazon.com/images/P/0061008133.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061008133.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061008133.01.LZZZZZZZ.jpg
0140549951,Guinea Pigs Don't Read Books (A Puffin Unicorn),Colleen Stanley Bare,1993,Puffin Books,http://images.amazon.com/images/P/0140549951.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140549951.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140549951.01.LZZZZZZZ.jpg
0380773945,Magicnet,John Dechancie,1994,Harper Mass Market Paperbacks (Mm),http://images.amazon.com/images/P/0380773945.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380773945.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380773945.01.LZZZZZZZ.jpg
0349102147,Espedair Street,Iain Banks,0,Firebird Distributing,http://images.amazon.com/images/P/0349102147.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0349102147.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0349102147.01.LZZZZZZZ.jpg
0140306765,Fantastic Mr. Fox (Young Puffin Books),Roald Dahl,1974,Puffin Books,http://images.amazon.com/images/P/0140306765.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140306765.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140306765.01.LZZZZZZZ.jpg
0671785214,Home Town,Tracy Kidder,2000,Washington Square Press,http://images.amazon.com/images/P/0671785214.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671785214.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671785214.01.LZZZZZZZ.jpg
1896597122,Sleepwalk: And Other Stories,Adrian Tomine,1998,Drawn &amp; Quarterly,http://images.amazon.com/images/P/1896597122.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1896597122.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1896597122.01.LZZZZZZZ.jpg
3257201184,Farm der Tiere: Ein MÃ?Â¤rchen.,George Orwell,2002,Diogenes Verlag,http://images.amazon.com/images/P/3257201184.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3257201184.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3257201184.01.LZZZZZZZ.jpg
0877930724,"Out of Solitude; Three Meditations on the Christian Life,",Henri J. M. Nouwen,1974,Ave Maria Press,http://images.amazon.com/images/P/0877930724.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0877930724.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0877930724.01.LZZZZZZZ.jpg
1570611483,Seattle Cheap Eats: 300 Terrific Bargain Eateries (Best Places Budget Guides),Sumi Hahn,1999,Sasquatch Books,http://images.amazon.com/images/P/1570611483.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1570611483.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1570611483.01.LZZZZZZZ.jpg
0812026357,French the Easy Way,Christopher Kendris,1982,Barron's Educational Series,http://images.amazon.com/images/P/0812026357.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812026357.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812026357.01.LZZZZZZZ.jpg
038070918X,Beezus and Ramona,Beverly Cleary,1990,HarperTrophy,http://images.amazon.com/images/P/038070918X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/038070918X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/038070918X.01.LZZZZZZZ.jpg
0060934964,Male and Female,Margaret Mead,2001,Perennial,http://images.amazon.com/images/P/0060934964.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060934964.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060934964.01.LZZZZZZZ.jpg
0316174211,"Animal Rage (Smallville Series for Young Adults, No. 4)",David Cody Weiss,2003,"Little, Brown",http://images.amazon.com/images/P/0316174211.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316174211.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316174211.01.LZZZZZZZ.jpg
0140280510,Billy Dead: A Novel,Lisa Reardon,2000,Penguin Books,http://images.amazon.com/images/P/0140280510.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140280510.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140280510.01.LZZZZZZZ.jpg
067174108X,"DANGEROUS GAMES (NANCY DREW HARDY BOY SUPERMYSTERY 4) : DANGEROUS GAMES (Nancy Drew and Hardy Boys Supermystery, No 4)",Carolyn Keene,1991,Simon Pulse,http://images.amazon.com/images/P/067174108X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/067174108X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/067174108X.01.LZZZZZZZ.jpg
0553259040,Whale for the Killing,Farley Mowat,1984,Bantam Doubleday Dell,http://images.amazon.com/images/P/0553259040.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553259040.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553259040.01.LZZZZZZZ.jpg
3518278711,Eine Theorie der Gerechtigkeit.,John Rawls,2001,Suhrkamp,http://images.amazon.com/images/P/3518278711.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3518278711.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3518278711.01.LZZZZZZZ.jpg
0446675156,"The Mindbody Prescription: Healing the Body, Healing the Pain",John E. Sarno,1999,Warner Books,http://images.amazon.com/images/P/0446675156.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446675156.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446675156.01.LZZZZZZZ.jpg
2277228923,CA1,Stephen King,1995,Editions 84,http://images.amazon.com/images/P/2277228923.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2277228923.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2277228923.01.LZZZZZZZ.jpg
0192812831,The diary of a Georgian shopkeeper,Thomas Turner,1979,Oxford University Press,http://images.amazon.com/images/P/0192812831.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0192812831.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0192812831.01.LZZZZZZZ.jpg
0446530077,Find Me,Rosie O'Donnell,2002,Warner Books,http://images.amazon.com/images/P/0446530077.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446530077.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446530077.01.LZZZZZZZ.jpg
1566843464,...And The FAT Came Back,Bonnie Chatelain,1999,D. J. Inkers,http://images.amazon.com/images/P/1566843464.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1566843464.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1566843464.01.LZZZZZZZ.jpg
3442453526,TÃ?Â¶dliche Aktien. Sonderausgabe.,Michael Ridpath,2002,Goldmann,http://images.amazon.com/images/P/3442453526.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3442453526.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3442453526.01.LZZZZZZZ.jpg
1585790095,Akenfield: Portrait of an English Village (Common Reader Editions),Ronald Blythe,2000,Akadine Press,http://images.amazon.com/images/P/1585790095.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1585790095.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1585790095.01.LZZZZZZZ.jpg
0439409020,Out of Bounds (Hey L'il D!),Bob Lanier,2003,Little Apple,http://images.amazon.com/images/P/0439409020.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0439409020.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0439409020.01.LZZZZZZZ.jpg
0809480751,The Edge of the Unknown (Collector's Library of the Unknown),"Arthur Conan, Sir Doyle",1991,Warner Books Inc,http://images.amazon.com/images/P/0809480751.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0809480751.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0809480751.01.LZZZZZZZ.jpg
030765656X,"Dance, Spider, Dance/Level 2 Grades 1-2",Robert Kraus,1993,Golden Books,http://images.amazon.com/images/P/030765656X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/030765656X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/030765656X.01.LZZZZZZZ.jpg
0747238049,Tale of the Wind,Kay Nolte Smith,1992,Headline,http://images.amazon.com/images/P/0747238049.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0747238049.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0747238049.01.LZZZZZZZ.jpg
0425113671,Daddy's Girl,Charlotte Valeallen,1995,Berkley Publishing Group,http://images.amazon.com/images/P/0425113671.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425113671.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425113671.01.LZZZZZZZ.jpg
0939165449,When Your Pet Outlives You: Protecting Animal Companions After You Die,David Congalton,2002,NewSage Press,http://images.amazon.com/images/P/0939165449.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0939165449.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0939165449.01.LZZZZZZZ.jpg
0553205242,World Full of Strangers,Cynthia Freeman,1981,Bantam Books,http://images.amazon.com/images/P/0553205242.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553205242.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553205242.01.LZZZZZZZ.jpg
0743250192,Chocolate for a Woman's Soul Volume II : 77 Stories that Celebrate the Richness of Life,Kay Allenbaugh,2003,Fireside,http://images.amazon.com/images/P/0743250192.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743250192.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743250192.01.LZZZZZZZ.jpg
0679008683,Fodor's 2002 New Orleans (Fodor's New Orleans),Fodor,2001,Fodor's Travel Publications,http://images.amazon.com/images/P/0679008683.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679008683.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679008683.01.LZZZZZZZ.jpg
0425177769,Solace for a Sinner (Chronicles of Isaac of Girona),Caroline Roe,2000,Berkley Publishing Group,http://images.amazon.com/images/P/0425177769.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425177769.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425177769.01.LZZZZZZZ.jpg
1864501235,"Lonely Planet Madrid (Madrid, 1st ed)",Damien Simonis,2000,Lonely Planet Publications,http://images.amazon.com/images/P/1864501235.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1864501235.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1864501235.01.LZZZZZZZ.jpg
0515075027,Hand in Glove,Ngaio Marsh,1983,Jove Books,http://images.amazon.com/images/P/0515075027.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515075027.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515075027.01.LZZZZZZZ.jpg
0471132667,Just-in-Time: Making It Happen : Unleashing the Power of Continuous Improvement,William A.  Sandras,1995,Wiley,http://images.amazon.com/images/P/0471132667.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0471132667.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0471132667.01.LZZZZZZZ.jpg
0130816388,The Bread Baker's Manual: The How's and Why's of Creative Bread Making (The Creative cooking series),Rosalie Cheney Fiske,1978,Simon &amp; Schuster,http://images.amazon.com/images/P/0130816388.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0130816388.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0130816388.01.LZZZZZZZ.jpg
2277300322,Contes De Ma Mere L'Oye,Charles Perrault,0,Schoenhofs Foreign Books,http://images.amazon.com/images/P/2277300322.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2277300322.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2277300322.01.LZZZZZZZ.jpg
0803710933,The Ghost Family Meets Its Match,Nicole Rubel,1992,Penguin USA,http://images.amazon.com/images/P/0803710933.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0803710933.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0803710933.01.LZZZZZZZ.jpg
2226000690,Un printemps arabe,Benoist-MÃ?Â©chin,1974,Albin Michel,http://images.amazon.com/images/P/2226000690.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2226000690.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2226000690.01.LZZZZZZZ.jpg
0070704309,Electronic filter design handbook,Arthur Bernard Williams,1981,McGraw-Hill,http://images.amazon.com/images/P/0070704309.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0070704309.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0070704309.01.LZZZZZZZ.jpg
2040160817,Les Reveries Du Promeneur Solitaire,Rousseau,0,Dessain et Tolra,http://images.amazon.com/images/P/2040160817.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2040160817.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2040160817.01.LZZZZZZZ.jpg
0689867085,Inherit the Witch (Charmed),Laura J. Burns,2004,Simon Spotlight Entertainment,http://images.amazon.com/images/P/0689867085.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0689867085.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0689867085.01.LZZZZZZZ.jpg
0802847471,Things We Couldn't Say,Diet Eman,1999,Wm. B. Eerdmans Publishing Company,http://images.amazon.com/images/P/0802847471.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0802847471.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0802847471.01.LZZZZZZZ.jpg
0823014002,Drawing Lessons from the Great Masters,Robert Beverly Hale,1964,Watson-Guptill Pubns,http://images.amazon.com/images/P/0823014002.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0823014002.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0823014002.01.LZZZZZZZ.jpg
0671659715,Baseball's Hot New Stars,Bill Gutman,1988,Pocket Books,http://images.amazon.com/images/P/0671659715.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671659715.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671659715.01.LZZZZZZZ.jpg
0385180284,Whispers IV (Doubleday science fiction),Stuart David Schiff,1983,Doubleday,http://images.amazon.com/images/P/0385180284.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385180284.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385180284.01.LZZZZZZZ.jpg
0192817280,The Mayor of Casterbridge (The World's Classics),Thomas Hardy,1987,Oxford University Press,http://images.amazon.com/images/P/0192817280.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0192817280.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0192817280.01.LZZZZZZZ.jpg
0843945621,Pete (The Cowboys),Leigh Greenwood,1999,Leisure Books,http://images.amazon.com/images/P/0843945621.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0843945621.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0843945621.01.LZZZZZZZ.jpg
0671672797,NEVERLAND,Douglas Clegg,1991,Pocket,http://images.amazon.com/images/P/0671672797.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671672797.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671672797.01.LZZZZZZZ.jpg
0762700319,The Best Bed &amp; Breakfast 1996-97 in England Scotland &amp; Wales (Serial),Sigourney Welles,1996,Globe Pequot Pr,http://images.amazon.com/images/P/0762700319.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0762700319.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0762700319.01.LZZZZZZZ.jpg
8401474744,UN Saco De Huesos,Stephen King,2000,"Plaza &amp; Janes Editores, S.A.",http://images.amazon.com/images/P/8401474744.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8401474744.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8401474744.01.LZZZZZZZ.jpg
0716730510,Biochemistry (Chapters 1-34),Jeremy M. Berg,2002,W. H. Freeman,http://images.amazon.com/images/P/0716730510.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0716730510.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0716730510.01.LZZZZZZZ.jpg
0060234830,Prince Caspian (rpkg) : The Return to Narnia (Narnia),C. S. Lewis,1994,HarperCollins Children's Books,http://images.amazon.com/images/P/0060234830.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060234830.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060234830.01.LZZZZZZZ.jpg
0451523156,The Scarlet Pimpernel (Signet Classics (Paperback)),Emmuska Orczy Orczy,1982,Signet Book,http://images.amazon.com/images/P/0451523156.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451523156.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451523156.01.LZZZZZZZ.jpg
3499142813,Wer die Nachtigall stÃ?Â¶rt.,Harper Lee,1978,Rowohlt Tb.,http://images.amazon.com/images/P/3499142813.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3499142813.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3499142813.01.LZZZZZZZ.jpg
0373223951,"Tall, Dark Alibi  (The Rose Tattoo/Timeless Love) (Harlequin Intrigue, No 395)",Kelsey Roberts,1996,Harlequin,http://images.amazon.com/images/P/0373223951.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373223951.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373223951.01.LZZZZZZZ.jpg
0842328750,Life Application Bible: New International Version,Tyndale House Publishers,1991,Tyndale House Pub,http://images.amazon.com/images/P/0842328750.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0842328750.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0842328750.01.LZZZZZZZ.jpg
0805060480,ZigZag: A Novel,Landon J. Napoleon,1999,Henry Holt &amp; Company,http://images.amazon.com/images/P/0805060480.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0805060480.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0805060480.01.LZZZZZZZ.jpg
0805063021,Canone Inverso,Paolo Maurensig,1999,Owl Books (NY),http://images.amazon.com/images/P/0805063021.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0805063021.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0805063021.01.LZZZZZZZ.jpg
1582430810,Selected Letters of Dashiell Hammett,Dashiell Hammett,2001,Counterpoint Press,http://images.amazon.com/images/P/1582430810.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1582430810.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1582430810.01.LZZZZZZZ.jpg
0448377004,"Ticket to Danger (Cassandra Mystery, No 1)",Jennifer Austin,1990,Price Stern Sloan,http://images.amazon.com/images/P/0448377004.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0448377004.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0448377004.01.LZZZZZZZ.jpg
0804117659,Blackjack-34,James C. Donahue,2000,Ballantine Books,http://images.amazon.com/images/P/0804117659.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0804117659.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0804117659.01.LZZZZZZZ.jpg
006001220X,Josephine and the Soldier (An Avon True Romance),Beverly Jenkins,2003,Avon,http://images.amazon.com/images/P/006001220X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/006001220X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/006001220X.01.LZZZZZZZ.jpg
